epoch,train_loss,val_loss,lr,no_improve_epochs
454,6.466462188351822e-05,7.4315851350093e-05,1.171875e-05,0
455,6.558633610135682e-05,7.554911502438699e-05,1.171875e-05,1
456,6.46184742739327e-05,7.666070274581216e-05,1.171875e-05,2
457,6.506329570280893e-05,7.62005690830847e-05,1.171875e-05,3
458,6.39311889851039e-05,7.638205238436058e-05,1.171875e-05,4
459,6.523927595480927e-05,7.538973693499429e-05,1.171875e-05,5
460,6.325202381655497e-05,7.4681898865947e-05,1.171875e-05,6
461,6.419061446649721e-05,7.539740187212374e-05,1.171875e-05,7
462,6.506087538582506e-05,7.483016554488131e-05,1.171875e-05,8
463,6.66162344108064e-05,8.104655154284046e-05,1.171875e-05,9
464,6.714546634611906e-05,7.957614650422329e-05,1.171875e-05,10
465,6.683168461070939e-05,7.733907835927312e-05,5.859375e-06,11
466,6.359007102219039e-05,7.426280888012116e-05,5.859375e-06,0
467,6.384132681584258e-05,7.388841760302967e-05,5.859375e-06,0
468,6.342361969776296e-05,7.381257836414079e-05,5.859375e-06,0
469,6.328623961356546e-05,7.396826498506925e-05,5.859375e-06,1
470,6.326455028708249e-05,7.399023883181144e-05,5.859375e-06,2
471,6.315733874847258e-05,7.375644702278805e-05,5.859375e-06,0
472,6.329189621586313e-05,7.400061753060072e-05,5.859375e-06,1
473,6.302125636163207e-05,7.386396868014344e-05,5.859375e-06,2
474,6.370972914737649e-05,7.38033949119199e-05,5.859375e-06,3
475,6.320185942361907e-05,7.373958845846573e-05,5.859375e-06,0
476,6.283753403598287e-05,7.369048387317889e-05,5.859375e-06,0
477,6.339517449305276e-05,7.380751276286901e-05,5.859375e-06,1
478,6.305868813190803e-05,7.380938211554167e-05,5.859375e-06,2
479,6.316884203746061e-05,7.367870153984768e-05,5.859375e-06,0
480,6.319551812339341e-05,7.363925072922939e-05,5.859375e-06,0
481,6.286269126576371e-05,7.374746701316326e-05,5.859375e-06,1
482,6.327710404245106e-05,7.357506950711468e-05,5.859375e-06,0
483,6.393346878515634e-05,7.410849423195032e-05,5.859375e-06,1
484,6.338012326523312e-05,7.406764603956617e-05,5.859375e-06,2
485,6.406326095505695e-05,7.369633891585181e-05,5.859375e-06,3
486,6.289833102831228e-05,7.339442566944854e-05,5.859375e-06,0
487,6.281427855962345e-05,7.334516669743607e-05,5.859375e-06,0
488,6.253710535020218e-05,7.345744063513848e-05,5.859375e-06,1
489,6.336197975542746e-05,7.339708247400267e-05,5.859375e-06,2
490,6.310133797645297e-05,7.361724510701606e-05,5.859375e-06,3
491,6.315383294956216e-05,7.345371824385438e-05,5.859375e-06,4
492,6.290300037411119e-05,7.348389249273168e-05,5.859375e-06,5
493,6.349910169471211e-05,7.346790943074666e-05,5.859375e-06,6
494,6.301795231896297e-05,7.33546028186538e-05,5.859375e-06,7
495,6.314741343279214e-05,7.351470117100689e-05,5.859375e-06,8
496,6.262019648299126e-05,7.332290090289462e-05,5.859375e-06,0
497,6.277712373048416e-05,7.330528904958555e-05,5.859375e-06,0
498,6.377701841605206e-05,7.320650701103659e-05,5.859375e-06,0
499,6.335347507047118e-05,7.34363597985066e-05,5.859375e-06,1
500,6.343534611611783e-05,7.348754479608033e-05,5.859375e-06,2
501,6.24998184927487e-05,7.3209760159898e-05,5.859375e-06,3
502,6.27886873492874e-05,7.305662853696049e-05,5.859375e-06,0
503,6.291437724333566e-05,7.302792221253185e-05,5.859375e-06,0
504,6.400364054570673e-05,7.358200639373536e-05,5.859375e-06,1
505,6.352172992289222e-05,7.329485390528134e-05,5.859375e-06,2
506,6.297383212465017e-05,7.319912106140691e-05,5.859375e-06,3
507,6.243896132218651e-05,7.319716615938887e-05,5.859375e-06,4
508,6.311665174507652e-05,7.323492957311828e-05,5.859375e-06,5
509,6.377048975991784e-05,7.324049818180356e-05,5.859375e-06,6
510,6.276033961209275e-05,7.308158120622466e-05,5.859375e-06,7
511,6.267338221732643e-05,7.292508195178016e-05,5.859375e-06,0
512,6.270042028215055e-05,7.29939199572982e-05,5.859375e-06,1
513,6.240915035959915e-05,7.299485548628581e-05,5.859375e-06,2
514,6.271562854938868e-05,7.326147363073687e-05,5.859375e-06,3
515,6.275397890931345e-05,7.304131605678776e-05,5.859375e-06,4
516,6.321335498190213e-05,7.284133511120672e-05,5.859375e-06,0
517,6.248546378628816e-05,7.28229464357355e-05,5.859375e-06,0
518,6.272075476469278e-05,7.324336422698252e-05,5.859375e-06,1
519,6.283289470350913e-05,7.320940812860499e-05,5.859375e-06,2
520,6.327264372885111e-05,7.306275301743881e-05,5.859375e-06,3
521,6.352154226381875e-05,7.262119692086344e-05,5.859375e-06,0
522,6.324821424641414e-05,7.274659827771757e-05,5.859375e-06,1
523,6.282161666604225e-05,7.268408705840557e-05,5.859375e-06,2
524,6.307530156846042e-05,7.331591314141406e-05,5.859375e-06,3
525,6.269548748605303e-05,7.269395302955672e-05,5.859375e-06,4
526,6.250582555367146e-05,7.251394828244884e-05,5.859375e-06,0
527,6.19861104193357e-05,7.275738346379512e-05,5.859375e-06,1
528,6.214842142071575e-05,7.245446715842263e-05,5.859375e-06,0
529,6.303941775816686e-05,7.292308828255045e-05,5.859375e-06,1
530,6.324717560346471e-05,7.329119017640551e-05,5.859375e-06,2
531,6.265744438375502e-05,7.29626522684157e-05,5.859375e-06,3
532,6.345327695574572e-05,7.306015584163106e-05,5.859375e-06,4
533,6.261385351535864e-05,7.248438805618207e-05,5.859375e-06,5
534,6.232036290991043e-05,7.242851432920361e-05,5.859375e-06,0
535,6.236060016817646e-05,7.25311879250512e-05,5.859375e-06,1
536,6.190036750316115e-05,7.290751062782874e-05,5.859375e-06,2
537,6.22380697071397e-05,7.235438397401595e-05,5.859375e-06,0
538,6.220524710442987e-05,7.271879655945668e-05,5.859375e-06,1
539,6.322025668244653e-05,7.319037013076013e-05,5.859375e-06,2
540,6.4109862857246e-05,7.216391827569169e-05,5.859375e-06,0
541,6.26887306983311e-05,7.235067118926963e-05,5.859375e-06,1
542,6.198182290972909e-05,7.244614891988022e-05,5.859375e-06,2
543,6.17218236887614e-05,7.22790854865707e-05,5.859375e-06,3
544,6.166985500991966e-05,7.255472439737787e-05,5.859375e-06,4
545,6.221005408709364e-05,7.28109203009808e-05,5.859375e-06,5
546,6.27672158467855e-05,7.21825227287809e-05,5.859375e-06,6
547,6.251378211648746e-05,7.19918881486592e-05,5.859375e-06,0
548,6.191274724187679e-05,7.218173368528369e-05,5.859375e-06,1
549,6.199099289005972e-05,7.225514167430447e-05,5.859375e-06,2
550,6.190019363809067e-05,7.22984578374053e-05,5.859375e-06,3
551,6.209958185839544e-05,7.192156027713281e-05,5.859375e-06,0
552,6.209426616502849e-05,7.190538627810383e-05,5.859375e-06,0
553,6.159188296805951e-05,7.196493100991574e-05,5.859375e-06,1
554,6.240505490495707e-05,7.205300522628022e-05,5.859375e-06,2
555,6.236501803869032e-05,7.185053971170419e-05,5.859375e-06,0
556,6.168468098621815e-05,7.198368143690459e-05,5.859375e-06,1
557,6.24544253090183e-05,7.218849140144812e-05,5.859375e-06,2
558,6.342237429635134e-05,7.230109935107976e-05,5.859375e-06,3
559,6.305345474781159e-05,7.163019671452275e-05,5.859375e-06,0
560,6.243575323120847e-05,7.206990841268635e-05,5.859375e-06,1
561,6.172269028562975e-05,7.2616284853666e-05,5.859375e-06,2
562,6.218465523488703e-05,7.18059500286472e-05,5.859375e-06,3
563,6.182276395823767e-05,7.194304191671108e-05,5.859375e-06,4
564,6.137677155493293e-05,7.16530254862846e-05,5.859375e-06,5
565,6.2019817505643e-05,7.158142273056001e-05,5.859375e-06,0
566,6.219775544498891e-05,7.219287596171853e-05,5.859375e-06,1
567,6.302478550423984e-05,7.320635205587678e-05,5.859375e-06,2
568,6.192073472751265e-05,7.457899585006089e-05,5.859375e-06,3
569,6.478374325524783e-05,7.36510906449439e-05,5.859375e-06,4
570,6.15322960584308e-05,7.255863994259926e-05,5.859375e-06,5
571,6.149093921218689e-05,7.226329785225971e-05,5.859375e-06,6
572,6.226372912957838e-05,7.155941801784138e-05,5.859375e-06,0
573,6.182635691705703e-05,7.136141965702336e-05,5.859375e-06,0
574,6.259706833589007e-05,7.146911195832217e-05,5.859375e-06,1
575,6.284094479269697e-05,7.189170992205618e-05,5.859375e-06,2
576,6.121391470514936e-05,7.16567068934637e-05,5.859375e-06,3
577,6.173394058350823e-05,7.129604705369275e-05,5.859375e-06,0
578,6.091883521245715e-05,7.125551144326892e-05,5.859375e-06,0
579,6.193547445339694e-05,7.127012901264607e-05,5.859375e-06,1
580,6.105083048169035e-05,7.132846985768992e-05,5.859375e-06,2
581,6.214953828020953e-05,7.305166445803479e-05,5.859375e-06,3
582,6.344396145626281e-05,7.288513842240718e-05,5.859375e-06,4
583,6.31145624841641e-05,7.105922583150459e-05,5.859375e-06,0
584,6.166072626001551e-05,7.131309604346825e-05,5.859375e-06,1
585,6.133827461477874e-05,7.180088141467422e-05,5.859375e-06,2
586,6.220025579750654e-05,7.205061075410413e-05,5.859375e-06,3
587,6.15163627723329e-05,7.090881189242282e-05,5.859375e-06,0
588,6.070237986932625e-05,7.132498279815991e-05,5.859375e-06,1
589,6.181262688187417e-05,7.152091995976662e-05,5.859375e-06,2
590,6.205542589062436e-05,7.28547713606531e-05,5.859375e-06,3
591,6.288093739688823e-05,7.268403129501166e-05,5.859375e-06,4
592,6.22276559928044e-05,7.087383380621759e-05,5.859375e-06,0
593,6.225410379556706e-05,7.18880864383209e-05,5.859375e-06,1
594,6.184748341790207e-05,7.145712459077913e-05,5.859375e-06,2
595,6.133500816455732e-05,7.072887359527158e-05,5.859375e-06,0
596,6.079491261819688e-05,7.073100039178826e-05,5.859375e-06,1
597,6.0747196130250813e-05,7.079753288508073e-05,5.859375e-06,2
598,6.086904083228243e-05,7.077866331428595e-05,5.859375e-06,3
599,6.0700555877701845e-05,7.05537133285361e-05,5.859375e-06,0
600,6.066090706250785e-05,7.062452397121888e-05,5.859375e-06,1
601,6.0930678500881186e-05,7.104839403382357e-05,5.859375e-06,2
602,6.0867594053585585e-05,7.308661150773332e-05,5.859375e-06,3
603,6.216412869738026e-05,7.040399009383691e-05,5.859375e-06,0
604,6.091829027354834e-05,7.056552948370154e-05,5.859375e-06,1
605,6.105517741161748e-05,7.082224050236618e-05,5.859375e-06,2
606,6.081760344992896e-05,7.067035267027677e-05,5.859375e-06,3
607,6.178221125689258e-05,7.040157919391277e-05,5.859375e-06,4
608,6.119853499815993e-05,7.155511667633618e-05,5.859375e-06,5
609,6.240524089662358e-05,7.043155096653209e-05,5.859375e-06,6
610,6.140627177349718e-05,7.015125976295167e-05,5.859375e-06,0
611,6.112580907332206e-05,7.032358433889385e-05,5.859375e-06,1
612,6.0414383218206545e-05,7.130372881647418e-05,5.859375e-06,2
613,6.372599970442631e-05,7.359091108583016e-05,5.859375e-06,3
614,6.187671109122068e-05,7.734727438446498e-05,5.859375e-06,4
615,6.21337779496874e-05,7.157862472695342e-05,5.859375e-06,5
616,6.24231744647356e-05,7.110447825198207e-05,5.859375e-06,6
617,6.234354934046375e-05,7.153712476792862e-05,5.859375e-06,7
618,6.341862399494858e-05,7.454054900790652e-05,5.859375e-06,8
619,6.165252549787208e-05,7.273694825471466e-05,5.859375e-06,9
620,6.102667703089537e-05,7.05493067698626e-05,5.859375e-06,10
621,6.10678316661506e-05,6.978894703024707e-05,5.859375e-06,0
622,6.23249167498822e-05,7.022949620250074e-05,5.859375e-06,1
623,5.99768322899763e-05,7.002923547361206e-05,5.859375e-06,2
624,6.006992149802196e-05,6.988147430320168e-05,5.859375e-06,3
625,6.096941145491049e-05,6.969090406983014e-05,5.859375e-06,0
626,6.17129162492347e-05,7.444945850920703e-05,5.859375e-06,1
627,6.363387547025923e-05,7.22904030681093e-05,5.859375e-06,2
628,6.087408701205277e-05,6.96897581065059e-05,5.859375e-06,3
629,6.0610864693444455e-05,6.962393763387809e-05,5.859375e-06,0
630,6.201266493614337e-05,6.9836136901813e-05,5.859375e-06,1
631,6.353506402471491e-05,7.381440570952691e-05,5.859375e-06,2
632,6.095831986385747e-05,6.978366758403354e-05,5.859375e-06,3
633,6.174350437504472e-05,6.95497333822459e-05,5.859375e-06,0
634,6.152237604813611e-05,7.353574181934164e-05,5.859375e-06,1
635,6.126027922922124e-05,7.000228055176194e-05,5.859375e-06,2
636,5.977476970050096e-05,7.004881990724243e-05,5.859375e-06,3
637,6.023066907800967e-05,6.963846084317993e-05,5.859375e-06,4
638,6.149425917101325e-05,7.095975075799288e-05,5.859375e-06,5
639,6.23500804977084e-05,6.942804236587108e-05,5.859375e-06,0
640,6.029208498148364e-05,7.078431792706397e-05,5.859375e-06,1
641,6.29030543374635e-05,7.254429772274307e-05,5.859375e-06,2
642,6.188332766517608e-05,6.958126226663808e-05,5.859375e-06,3
643,6.203187020522212e-05,7.330149458084634e-05,5.859375e-06,4
644,6.105656014672907e-05,6.90244229417658e-05,5.859375e-06,0
645,6.0171098084538244e-05,6.949855060156551e-05,5.859375e-06,1
646,6.016162099816332e-05,6.919123126181148e-05,5.859375e-06,2
647,6.156324464730763e-05,7.600232311233412e-05,5.859375e-06,3
648,6.459715298963904e-05,6.987422023030376e-05,5.859375e-06,4
649,6.318756929128237e-05,7.392661865424088e-05,5.859375e-06,5
650,6.16422803432215e-05,7.20443027262263e-05,5.859375e-06,6
651,6.101444963254229e-05,6.901105632550752e-05,5.859375e-06,0
652,6.0773673491591275e-05,7.384184584680042e-05,5.859375e-06,1
653,6.7034888464453e-05,6.88071523313738e-05,5.859375e-06,0
654,6.0603952836875884e-05,6.991814228740623e-05,5.859375e-06,1
655,5.904055296923616e-05,6.979545207741467e-05,5.859375e-06,2
656,6.178195159615522e-05,6.939419029095006e-05,5.859375e-06,3
657,5.977646302805321e-05,7.027621921906757e-05,5.859375e-06,4
658,5.9102361926003745e-05,6.95072931193863e-05,5.859375e-06,5
659,6.000945055954313e-05,6.848813404758403e-05,5.859375e-06,0
660,5.928110294917133e-05,6.83231428979525e-05,5.859375e-06,0
661,5.965707032373757e-05,6.87686876403859e-05,5.859375e-06,1
662,6.130577685325989e-05,7.089010858862821e-05,5.859375e-06,2
663,6.192049810730775e-05,7.243460720474104e-05,5.859375e-06,3
664,6.290120578948215e-05,8.022399163110094e-05,5.859375e-06,4
665,6.625980722674285e-05,7.010457386513735e-05,5.859375e-06,5
666,5.931383248025668e-05,7.190027059778004e-05,5.859375e-06,6
667,6.320720437239895e-05,6.91664479290921e-05,5.859375e-06,7
668,6.026140560303853e-05,6.881661465740763e-05,5.859375e-06,8
669,5.938525585709916e-05,7.190714859461877e-05,5.859375e-06,9
670,6.0740141937761415e-05,6.907925018140304e-05,5.859375e-06,10
671,5.944105184122842e-05,6.810038195226298e-05,5.859375e-06,0
672,6.0726337627177905e-05,6.797883833087326e-05,5.859375e-06,0
673,5.9242888710286934e-05,6.862789956585402e-05,5.859375e-06,1
674,5.9486160504699605e-05,6.826351204836101e-05,5.859375e-06,2
675,5.9033005679035945e-05,6.879320983443904e-05,5.859375e-06,3
676,5.920228310666668e-05,6.890987100405255e-05,5.859375e-06,4
677,5.954881771685905e-05,6.81065513390422e-05,5.859375e-06,5
678,5.989395170521069e-05,6.7779527626044e-05,5.859375e-06,0
679,6.066297009965638e-05,6.762976317986613e-05,5.859375e-06,0
680,6.222778119990835e-05,6.961366932500823e-05,5.859375e-06,1
681,6.141149045409595e-05,7.280829481715045e-05,5.859375e-06,2
682,5.9570996124117905e-05,7.151119706350073e-05,5.859375e-06,3
683,6.2157958533741e-05,7.29367049530083e-05,5.859375e-06,4
684,6.34389756063077e-05,6.791778167780649e-05,5.859375e-06,5
685,5.878399103191138e-05,6.952573835405929e-05,5.859375e-06,6
686,5.9960300253199726e-05,7.008200600466807e-05,5.859375e-06,7
687,5.9772634055358744e-05,6.794609646476601e-05,5.859375e-06,8
688,5.916619314424073e-05,6.96139913998195e-05,5.859375e-06,9
689,5.916595212814476e-05,6.891373755024688e-05,5.859375e-06,10
690,5.9238788556588894e-05,6.711540726200838e-05,5.859375e-06,0
691,5.8400978862967655e-05,6.915529604611947e-05,5.859375e-06,1
692,6.0100832646033574e-05,7.388812724684612e-05,5.859375e-06,2
693,6.494515294737842e-05,7.885764381398985e-05,5.859375e-06,3
694,6.371787412717822e-05,7.569904494175717e-05,5.859375e-06,4
695,6.184893178821464e-05,6.919124189153081e-05,5.859375e-06,5
696,5.893201038513022e-05,6.688575541602404e-05,5.859375e-06,0
697,5.8489206063920086e-05,6.908040353437173e-05,5.859375e-06,1
698,5.833528196793244e-05,6.733359452937293e-05,5.859375e-06,2
699,5.812002306508172e-05,6.84534133483794e-05,5.859375e-06,3
700,5.86101749225539e-05,6.678752185962367e-05,5.859375e-06,0
701,5.7733503581403056e-05,6.661207675051628e-05,5.859375e-06,0
702,5.805451928608818e-05,6.835179414110826e-05,5.859375e-06,1
703,6.093022921049851e-05,6.90481713832014e-05,5.859375e-06,2
704,6.188353124040684e-05,6.69137650106677e-05,5.859375e-06,3
705,5.904569100797138e-05,7.306272101459399e-05,5.859375e-06,4
706,6.374900961721626e-05,7.807636268353235e-05,5.859375e-06,5
707,6.340410861109073e-05,6.774370081075176e-05,5.859375e-06,6
708,6.0488366064722264e-05,6.654515675563744e-05,5.859375e-06,0
709,5.7702789338994385e-05,6.672397250895301e-05,5.859375e-06,1
710,5.723100881975066e-05,6.881887640020068e-05,5.859375e-06,2
711,6.0181138602880914e-05,6.666728984328074e-05,5.859375e-06,3
712,5.930788514281934e-05,6.66631034960119e-05,5.859375e-06,4
713,6.0033138500633264e-05,7.182752921153224e-05,5.859375e-06,5
714,6.046095389441083e-05,6.991500231379177e-05,5.859375e-06,6
715,5.871216565841072e-05,6.624897912388406e-05,5.859375e-06,0
716,5.9346842287292624e-05,6.667225585488268e-05,5.859375e-06,1
717,5.8202303534926614e-05,6.596315273554865e-05,5.859375e-06,0
718,5.7428257453769525e-05,7.201194875960937e-05,5.859375e-06,1
719,6.193403957392245e-05,7.004066299032274e-05,5.859375e-06,2
720,6.073457522385676e-05,6.703752274006547e-05,5.859375e-06,3
721,5.809320449164564e-05,6.831618310343401e-05,5.859375e-06,4
722,5.974535391336152e-05,7.00762074643535e-05,5.859375e-06,5
723,6.109313593090822e-05,6.692284483733602e-05,5.859375e-06,6
724,5.83150783010448e-05,6.808935222579748e-05,5.859375e-06,7
725,5.955079268460395e-05,6.636459465880762e-05,5.859375e-06,8
726,5.742135939120393e-05,6.621122537353585e-05,5.859375e-06,9
727,5.801046639438331e-05,6.592330538524038e-05,5.859375e-06,0
728,5.662628306405774e-05,6.634372903135954e-05,5.859375e-06,1
729,6.0640878776515215e-05,6.847087718142575e-05,5.859375e-06,2
730,5.6806354677974014e-05,6.529870677240979e-05,5.859375e-06,0
731,5.6839022818166995e-05,6.65558976606917e-05,5.859375e-06,1
732,5.6407278710442675e-05,6.708799207899574e-05,5.859375e-06,2
733,5.778573783269773e-05,6.61846630691798e-05,5.859375e-06,3
734,5.759401544006929e-05,6.542289446542782e-05,5.859375e-06,4
735,6.404608484444907e-05,8.214049921662081e-05,5.859375e-06,5
736,6.403076122296625e-05,6.860390828933305e-05,5.859375e-06,6
737,5.791922717435227e-05,6.572522920578194e-05,5.859375e-06,7
738,5.8951912857689116e-05,6.505054494709839e-05,5.859375e-06,0
739,5.831497840821006e-05,7.114890718185052e-05,5.859375e-06,1
740,6.28202069492545e-05,6.92915234026259e-05,5.859375e-06,2
741,6.0212442501021236e-05,8.754930831855745e-05,5.859375e-06,3
742,7.065204423876519e-05,8.650867727055811e-05,5.859375e-06,4
743,6.790443088296645e-05,7.173606826427203e-05,5.859375e-06,5
744,6.28298922341249e-05,6.87857353796062e-05,5.859375e-06,6
745,5.7128532110558204e-05,6.456405657218056e-05,5.859375e-06,0
746,5.956902077741688e-05,6.563237110412956e-05,5.859375e-06,1
747,5.8951729746089164e-05,6.493201959756334e-05,5.859375e-06,2
748,5.7201072346894456e-05,6.696029657859981e-05,5.859375e-06,3
749,5.788577921824375e-05,6.48750681762067e-05,5.859375e-06,4
750,5.845980998249919e-05,6.60369569800423e-05,5.859375e-06,5
751,5.820712029465843e-05,7.120150246464618e-05,5.859375e-06,6
752,5.9733665087454334e-05,7.277810681216579e-05,5.859375e-06,7
753,6.0305553082192397e-05,6.446878524002386e-05,5.859375e-06,0
754,5.68315367672767e-05,6.457340134602418e-05,5.859375e-06,1
755,5.6859470532799605e-05,6.456244949504253e-05,5.859375e-06,2
756,5.6399262120976346e-05,6.749804867922649e-05,5.859375e-06,3
757,5.5935412243949635e-05,6.585314980611656e-05,5.859375e-06,4
758,5.64326215529339e-05,6.535875468216545e-05,5.859375e-06,5
759,5.679101165393755e-05,6.457696400730129e-05,5.859375e-06,6
760,5.6361476860426286e-05,6.413227902157814e-05,5.859375e-06,0
761,5.560188355957507e-05,6.443243773901486e-05,5.859375e-06,1
762,5.50246275755247e-05,6.72509480637018e-05,5.859375e-06,2
763,6.025492924284966e-05,6.986908755379773e-05,5.859375e-06,3
764,5.998356649191313e-05,6.656421487605257e-05,5.859375e-06,4
765,5.8236463094848055e-05,6.466064451160491e-05,5.859375e-06,5
766,5.708275193683221e-05,6.815327446929587e-05,5.859375e-06,6
767,5.907750361681489e-05,6.684892463226788e-05,5.859375e-06,7
768,5.566573023922198e-05,6.365506919792097e-05,5.859375e-06,0
769,5.661210646697631e-05,6.940514361986061e-05,5.859375e-06,1
770,5.626004379640411e-05,7.014392110704648e-05,5.859375e-06,2
771,5.973646754379539e-05,6.569017375568365e-05,5.859375e-06,3
772,6.022758528464086e-05,6.521872910525417e-05,5.859375e-06,4
773,5.750141781390994e-05,7.040515743028664e-05,5.859375e-06,5
774,6.0804590854483344e-05,6.427176430179316e-05,5.859375e-06,6
775,5.657847729404845e-05,6.383888847949493e-05,5.859375e-06,7
776,5.6392702087274906e-05,6.416459950742137e-05,5.859375e-06,8
777,5.656011156437065e-05,6.301520971874197e-05,5.859375e-06,0
778,5.6664271899838546e-05,6.664353549012958e-05,5.859375e-06,1
779,5.9286447746368744e-05,6.427998084745923e-05,5.859375e-06,2
780,5.7586049630723814e-05,6.354655835139056e-05,5.859375e-06,3
781,5.6946277103027874e-05,6.379264573297405e-05,5.859375e-06,4
782,5.620717608204965e-05,6.536407113344467e-05,5.859375e-06,5
783,5.778583332964141e-05,6.478634520590276e-05,5.859375e-06,6
784,5.6745806280863086e-05,6.504186745814877e-05,5.859375e-06,7
785,5.786185950758712e-05,7.470298572798129e-05,5.859375e-06,8
786,6.21175637813091e-05,6.627551653082264e-05,5.859375e-06,9
787,6.377315745946059e-05,6.95818379767843e-05,5.859375e-06,10
788,6.478993130561624e-05,6.72337499167952e-05,2.9296875e-06,11
789,5.783440004355119e-05,6.943622906874225e-05,2.9296875e-06,12
790,5.716685852045581e-05,6.252133567841156e-05,2.9296875e-06,0
791,5.544914029087522e-05,6.265494545232286e-05,2.9296875e-06,1
792,5.4155685726679316e-05,6.315689824987203e-05,2.9296875e-06,2
793,5.3965823250716007e-05,6.526944662255119e-05,2.9296875e-06,3
794,5.537454838607422e-05,6.28399466791052e-05,2.9296875e-06,4
795,5.383247753343312e-05,6.231274397805464e-05,2.9296875e-06,0
796,5.500363749888493e-05,6.231225262354201e-05,2.9296875e-06,1
797,5.542807336193315e-05,6.229757451592377e-05,2.9296875e-06,0
798,5.484110586924847e-05,6.269152584081894e-05,2.9296875e-06,1
799,5.3867343164408034e-05,6.273772652320986e-05,2.9296875e-06,2
800,5.400700774771394e-05,6.295429437841449e-05,2.9296875e-06,3
801,5.419553099272889e-05,6.525075269792069e-05,2.9296875e-06,4
802,5.585958039470521e-05,6.238336118258303e-05,2.9296875e-06,5
803,5.517100165282803e-05,6.65268849502354e-05,2.9296875e-06,6
804,5.583622426759879e-05,6.36586244127102e-05,2.9296875e-06,7
805,5.463666487533677e-05,6.487968647661546e-05,2.9296875e-06,8
806,5.740037568102707e-05,6.270237088301656e-05,2.9296875e-06,9
807,5.64947840757668e-05,6.623696424412628e-05,2.9296875e-06,10
808,5.40843222249047e-05,6.299381038843421e-05,1.46484375e-06,11
809,5.361289489277018e-05,6.176260785650811e-05,1.46484375e-06,0
810,5.3432768254424445e-05,6.186932250784594e-05,1.46484375e-06,1
811,5.408301361361131e-05,6.279553065269283e-05,1.46484375e-06,2
812,5.370678096975704e-05,6.197171779831478e-05,1.46484375e-06,3
813,5.310246357718521e-05,6.175760915994033e-05,1.46484375e-06,4
814,5.304639823104177e-05,6.161171376106722e-05,1.46484375e-06,0
815,5.3342236848645065e-05,6.176231573817859e-05,1.46484375e-06,1
816,5.297363244001948e-05,6.169523004473376e-05,1.46484375e-06,2
817,5.2824506989660826e-05,6.199973682896598e-05,1.46484375e-06,3
818,5.2832997122701876e-05,6.247293799788167e-05,1.46484375e-06,4
819,5.3103982281754725e-05,6.195515720719413e-05,1.46484375e-06,5
820,5.3819286828608405e-05,6.212296028706987e-05,1.46484375e-06,6
821,5.3584527601439426e-05,6.182302348634039e-05,1.46484375e-06,7
822,5.317839152970313e-05,6.184146690202397e-05,1.46484375e-06,8
823,5.338366872820188e-05,6.303422804876391e-05,1.46484375e-06,9
824,5.354469931262429e-05,6.148609077172296e-05,1.46484375e-06,0
825,5.287659587338567e-05,6.142365418781992e-05,1.46484375e-06,0
826,5.32287294845446e-05,6.167817269897569e-05,1.46484375e-06,1
827,5.309300255855002e-05,6.19979936686832e-05,1.46484375e-06,2
828,5.334837548313468e-05,6.237559477995092e-05,1.46484375e-06,3
829,5.327001387437728e-05,6.26191466039927e-05,1.46484375e-06,4
830,5.3684613552225834e-05,6.167176161397947e-05,1.46484375e-06,5
831,5.274473141980707e-05,6.171650250053062e-05,1.46484375e-06,6
832,5.257816625695947e-05,6.14582762068494e-05,1.46484375e-06,7
833,5.289999974896394e-05,6.131623439387113e-05,1.46484375e-06,0
834,5.270970874941364e-05,6.145591038375642e-05,1.46484375e-06,1
835,5.2697153781385474e-05,6.174142288273288e-05,1.46484375e-06,2
836,5.301648070599185e-05,6.143350668708081e-05,1.46484375e-06,3
837,5.34418484979445e-05,6.206535510955291e-05,1.46484375e-06,4
838,5.3119202524006447e-05,6.15057354025339e-05,1.46484375e-06,5
839,5.30293047328693e-05,6.123433911398024e-05,1.46484375e-06,0
840,5.35689296915128e-05,6.218752980657882e-05,1.46484375e-06,1
841,5.51069924767944e-05,6.393829778517102e-05,1.46484375e-06,2
842,5.335931268746208e-05,6.153141970344222e-05,1.46484375e-06,3
843,5.306637641903459e-05,6.206782785511678e-05,1.46484375e-06,4
844,5.2631492508226074e-05,6.167841951310038e-05,1.46484375e-06,5
845,5.34694745510933e-05,6.198533122869776e-05,1.46484375e-06,6
846,5.3163094435149105e-05,6.116377460330114e-05,1.46484375e-06,0
847,5.297736530944045e-05,6.117926039905797e-05,1.46484375e-06,1
848,5.30153003334514e-05,6.123982103645176e-05,1.46484375e-06,2
849,5.2259581176864835e-05,6.134989382644562e-05,1.46484375e-06,3
850,5.361578754066917e-05,6.149443751723993e-05,1.46484375e-06,4
851,5.246089631327777e-05,6.244337549787815e-05,1.46484375e-06,5
852,5.3229125872652126e-05,6.112368947697178e-05,1.46484375e-06,0
853,5.2765384831824726e-05,6.117355536616742e-05,1.46484375e-06,1
854,5.271967241545402e-05,6.124216093894574e-05,1.46484375e-06,2
855,5.2664261450748505e-05,6.156512858979113e-05,1.46484375e-06,3
856,5.292775464719549e-05,6.164057276691892e-05,1.46484375e-06,4
857,5.410299248372515e-05,6.320120434111232e-05,1.46484375e-06,5
858,5.486903061561558e-05,6.139102717384048e-05,1.46484375e-06,6
859,5.345734674241006e-05,6.121158338601163e-05,1.46484375e-06,7
