epoch,train_loss,val_loss,lr,no_improve_epochs
88,0.00031943517084679723,0.0003113675572876673,0.00075,1
89,0.00029233668950231123,0.0003174210503402719,0.00075,2
90,0.00030316650979026843,0.00028045804242537997,0.00075,0
91,0.00029244410810254823,0.0004048608361699735,0.00075,1
92,0.00028678615247675526,0.0002866977068833876,0.00075,2
93,0.00026332677286215284,0.0002751686888586846,0.00075,0
94,0.0002778666991313609,0.00031559764329358586,0.00075,1
95,0.0002580850499119454,0.0002631813755442636,0.00075,0
96,0.00024814007398769416,0.00034459032121958444,0.00075,1
97,0.0002778000659115302,0.000376172238475192,0.00075,2
98,0.00041116255063874024,0.0007800010416758596,0.00075,3
99,0.0009357043478909569,0.0014715657773649582,0.00075,4
100,0.0007076153160596732,0.0008199767949008674,0.00075,5
101,0.0010080823218838002,0.001288348832531483,0.00075,6
102,0.0013170710905493859,0.0009339763155367109,0.00075,7
103,0.0004978086847889548,0.0005029199792261352,0.00075,8
104,0.0004732733723358251,0.0004818990764761111,0.00075,9
105,0.0004267680287739495,0.0002740813831678679,0.00075,10
106,0.0002870600613581094,0.00036682969903267804,0.000375,11
107,0.00033356305842365447,0.0002666009487484189,0.000375,12
108,0.0002556510941455296,0.00031070138356881216,0.000375,13
109,0.0002290151678607799,0.00024883601622605056,0.000375,0
110,0.00024513625976396725,0.00028034187494085927,0.000375,1
111,0.00023034470541460905,0.0002563141492828436,0.000375,2
112,0.00020575220939160013,0.00023256605777532968,0.000375,0
113,0.00021185855863829298,0.00024695530271401367,0.000375,1
114,0.00019921337176735202,0.00022689160209665715,0.000375,0
115,0.00019899346079910174,0.000224499725845817,0.000375,0
116,0.0001999219057324808,0.00022761638149404462,0.000375,1
117,0.00020771628624061123,0.00022043480544198246,0.000375,0
118,0.00019862050006243712,0.00023095251856375398,0.000375,1
119,0.00019735859981058942,0.00021889978881972638,0.000375,0
120,0.0001937835143811147,0.00022499100168715813,0.000375,1
121,0.0001946571331548815,0.00021769602597032645,0.000375,0
122,0.00020162642552653173,0.0002762184428775072,0.000375,1
123,0.00020122492363346586,0.0002291786568093812,0.000375,2
124,0.0002072895792177102,0.00023113204224500805,0.000375,3
125,0.0002059404553923135,0.00021802185631258908,0.000375,4
126,0.00019098465054412372,0.00021138056013114692,0.000375,0
127,0.00018694810266121445,0.0002149295272602103,0.000375,1
128,0.00019372514604280391,0.00021507320786895434,0.000375,2
129,0.00019092040474788519,0.00020898360799037619,0.000375,0
130,0.0001923740213290633,0.00020918497318689333,0.000375,1
131,0.00020094460827143243,0.00022902073874320195,0.000375,2
132,0.0002175673683571707,0.0003390617130207829,0.000375,3
133,0.0002743689331812978,0.0003294520333838591,0.000375,4
134,0.0002665880383574404,0.00031040021644912485,0.000375,5
135,0.00024173939467194336,0.0002105321954104511,0.000375,6
136,0.00020651272946755247,0.0002200136759711313,0.000375,7
137,0.00018696566075959709,0.00020583248635830387,0.000375,0
138,0.00019306744343339233,0.0002057514952866768,0.000375,0
139,0.00018922486985199308,0.00020560264312052823,0.000375,0
140,0.00018416623728019962,0.000200275859242538,0.000375,0
141,0.00017175665804340193,0.00019675230169013957,0.000375,0
142,0.0001786003394954605,0.00019085667020135588,0.000375,0
143,0.0001687236326688435,0.00018826908171831747,0.000375,0
144,0.0001715119318153787,0.00019869639220360114,0.000375,1
145,0.00018971217650687322,0.0002139148300557281,0.000375,2
146,0.00018145181547879474,0.00019354865514742414,0.000375,3
147,0.0001645874963287497,0.00018454210976415197,0.000375,0
148,0.0001785160099340525,0.0001836765072766866,0.000375,0
149,0.0001699158741151526,0.00019030605915304477,0.000375,1
150,0.0001798192048833395,0.00019064599791818182,0.000375,2
151,0.00019017378326680046,0.00020657218522046605,0.000375,3
152,0.00019086533029621933,0.0002039355783836072,0.000375,4
153,0.00015823900381898662,0.00018869469317905896,0.000375,5
154,0.00016314703680109233,0.000190214885833484,0.000375,6
155,0.0001762265286136729,0.000177979108798354,0.000375,0
156,0.00018664273375179619,0.00022473758519936382,0.000375,1
157,0.00019764609108581985,0.0001976824737539573,0.000375,2
158,0.00020331382681130586,0.0001807185368534192,0.000375,3
159,0.00015922565307846526,0.00018574034322682564,0.000375,4
160,0.00015083642908090647,0.00017923191489899182,0.000375,5
161,0.00016240336177967643,0.00017223810129962658,0.000375,0
162,0.00016912863975449,0.00017970515966680978,0.000375,1
163,0.00016102969069227888,0.0001736486779009283,0.000375,2
164,0.00016983588163081245,0.00019292274623694539,0.000375,3
165,0.00017141659858073885,0.0001797352562107335,0.000375,4
166,0.0001663553551528215,0.00019058365080582007,0.000375,5
167,0.00017346070853818674,0.00020153941795797436,0.000375,6
168,0.00018212366315613812,0.00016449288136755058,0.000375,0
169,0.00014688038087721603,0.00016625139369352837,0.000375,1
170,0.0001677036607361515,0.0001592948500501734,0.000375,0
171,0.0001560124019306386,0.00015580113779378735,0.000375,0
172,0.00015523834917985369,0.00017900711441143358,0.000375,1
173,0.00016951561095387055,0.0002043901911292778,0.000375,2
174,0.00021538010817797235,0.00021719673600273381,0.000375,3
175,0.00020091469923499972,0.00017567046654676233,0.000375,4
176,0.00018173042129395375,0.0002603997987762341,0.000375,5
177,0.00029321752541970153,0.00029208352748355537,0.000375,6
178,0.00021039498642494436,0.00017959652632271172,0.000375,7
179,0.00025890158576657996,0.00017844449621406966,0.000375,8
180,0.00020269879920912595,0.00017218674724972516,0.000375,9
181,0.00023059933785892403,0.0002538891885706107,0.000375,10
182,0.00019282670533963633,0.00018572705823771685,0.0001875,11
183,0.0001447972063033376,0.00015922212662644597,0.0001875,12
184,0.0001317600763286464,0.00013978662980207446,0.0001875,0
185,0.00012932644373601457,0.00013856772329745581,0.0001875,0
186,0.00012700887903823363,0.00013915897386596043,0.0001875,1
187,0.00012290663289604709,0.00014697228857585287,0.0001875,2
188,0.00012922393943881616,0.00013943551152806322,0.0001875,3
189,0.00012797735659357082,0.00013804969523789623,0.0001875,0
190,0.00012739462302609658,0.00014559621592979965,0.0001875,1
191,0.00013504759408533573,0.00013778857430679636,0.0001875,0
192,0.00011960813026234973,0.00013280918119562557,0.0001875,0
193,0.00011961183948490846,0.00015146648547670338,0.0001875,1
194,0.00012782829192777476,0.00013282782776968816,0.0001875,2
195,0.00012026721105939941,0.00013449276445953728,0.0001875,3
196,0.000116987454930495,0.00013217561627243413,0.0001875,0
197,0.00011728561457857722,0.00014440967640894087,0.0001875,1
198,0.000124713697914558,0.00014217365412605432,0.0001875,2
199,0.00012547227349083792,0.0001372830528225677,0.0001875,3
200,0.00012736517298132335,0.00013879150981210842,0.0001875,4
201,0.000126368141839824,0.00013586627494532877,0.0001875,5
202,0.00012700515071628615,0.00013301913929808507,0.0001875,6
203,0.00012276010299198484,0.000131674231965917,0.0001875,0
204,0.00011833573565430318,0.0001278180366171,0.0001875,0
205,0.00011545561543850151,0.00013514127510916296,0.0001875,1
206,0.00012815268595052962,0.00013306005695312706,0.0001875,2
207,0.00011801754286958992,0.00013032071240104415,0.0001875,3
208,0.00011146426944227035,0.00013387592730396136,0.0001875,4
209,0.0001299052601098083,0.0001338305230547121,0.0001875,5
210,0.0001206432792362951,0.0001318409961186262,0.0001875,6
211,0.00012473284793183362,0.000140755013717353,0.0001875,7
212,0.00011429216525963663,0.00012159161349245551,0.0001875,0
213,0.0001093768344920439,0.00012670290232108528,0.0001875,1
214,0.00011615884795901366,0.00012145774337568582,0.0001875,0
215,0.00011591998918447644,0.00012255886355205803,0.0001875,1
216,0.00012183523570759765,0.00013490632500179345,0.0001875,2
217,0.0001164208548895355,0.0001240162831663838,0.0001875,3
218,0.00011450166463570592,0.00012027628781652311,0.0001875,0
219,0.00011552041784549753,0.00012022690839330608,0.0001875,0
220,0.0001107881225834717,0.00012194621996286514,0.0001875,1
221,0.0001118924374168273,0.00011837578972517804,0.0001875,0
222,0.00010541630338896842,0.00011788902503440113,0.0001875,0
223,0.00010670698763230273,0.00011810216392404982,0.0001875,1
224,0.00010739599474618444,0.00011797495903920208,0.0001875,2
225,0.000114317031147948,0.00012136227536529987,0.0001875,3
226,0.0001187127406107417,0.00011506873067901324,0.0001875,0
227,0.00011713938298877717,0.00011720407587745285,0.0001875,1
228,0.00010883665603008315,0.00012276145014311624,0.0001875,2
229,0.00010765634942799807,0.00011921690975214005,0.0001875,3
230,0.00012622439256423,0.00011315894721519726,0.0001875,0
231,0.00012089539874674908,0.00011967457191985886,0.0001875,1
232,0.00011753646898190102,0.00015251490799528256,0.0001875,2
233,0.00013180970654502744,0.00013046697370100446,0.0001875,3
234,0.00011189694062826068,0.00012775445225088333,0.0001875,4
235,0.00011490701611667949,0.00011373012694093632,0.0001875,5
236,0.00010849488186674232,0.0001130726307110308,0.0001875,0
237,0.00010216264066305787,0.00012652095301746158,0.0001875,1
238,0.00013152187087446995,0.00011827586013168911,0.0001875,2
239,0.00011148406156280544,0.00010983096871086673,0.0001875,0
240,0.00010894023459210682,0.00011535083280023173,0.0001875,1
241,0.00010115035790173958,0.00011001491475326475,0.0001875,2
242,0.0001030160128721036,0.00010666269008652307,0.0001875,0
243,0.00010496736831555609,0.00010878527245949954,0.0001875,1
244,9.886562293104362e-05,0.00015912323317479604,0.0001875,2
245,0.00011953549922812574,0.00011196581090189284,0.0001875,3
246,0.00010632172476713701,0.00012268587249764096,0.0001875,4
247,0.00010409269028362662,0.00011237089444193771,0.0001875,5
248,0.00011803955021605361,0.00012643093327824317,0.0001875,6
249,9.701878752821358e-05,0.00010485053837783198,0.0001875,0
250,0.00010070157319811794,0.00011001080429196008,0.0001875,1
251,9.840234421668963e-05,0.00010466684045695729,0.0001875,0
252,9.567800952936523e-05,0.00010607371689275169,0.0001875,1
253,9.837075776886195e-05,0.00010359392751979613,0.0001875,0
254,9.655455050960882e-05,0.00010634046805080288,0.0001875,1
255,9.431978044934415e-05,0.00010400491692053038,0.0001875,2
256,9.678262843711612e-05,0.00010940439011619674,0.0001875,3
257,9.48283301719736e-05,0.00010172365659855132,0.0001875,0
258,8.987461630264686e-05,0.00011192372846835497,0.0001875,1
259,9.645590004462672e-05,0.00010194862443313468,0.0001875,2
260,0.00010604434010019759,0.00012510179880109717,0.0001875,3
261,0.00011592157761697308,0.0001049686013061546,0.0001875,4
262,0.00010218373851481981,0.000110185891742276,0.0001875,5
263,0.0001244382243991519,0.0001142007946555168,0.0001875,6
264,0.00011447791681954793,0.00011892885788711283,0.0001875,7
265,0.00010458559063408757,0.00010427483073272015,0.0001875,8
266,8.866055092463891e-05,9.971688075438578e-05,0.0001875,0
267,9.092335403693141e-05,0.00010099310770783632,0.0001875,1
268,0.0001162130402008188,9.622438568612779e-05,0.0001875,0
269,9.562582696768611e-05,0.0001015171601466136,0.0001875,1
270,9.130293559186005e-05,0.00010012788311541954,0.0001875,2
271,0.00010571589579437084,0.00010134927742910804,0.0001875,3
272,0.00012566875405658115,0.0001379704484065769,0.0001875,4
273,0.00013031751132075442,0.00011593982634394706,0.0001875,5
274,0.00010127797941095196,9.971397548724781e-05,0.0001875,6
275,9.429051957946892e-05,9.59693686013452e-05,0.0001875,0
276,9.461265350788987e-05,0.00015961198005243205,0.0001875,1
277,0.00011873734395824916,0.00011727854996479437,0.0001875,2
278,9.607976380721084e-05,0.00012398134907698477,0.0001875,3
279,0.00010609344887294962,0.00010226987626538175,0.0001875,4
280,9.16887235386336e-05,9.745173224473547e-05,0.0001875,5
281,9.714894016118099e-05,0.00012436487594413848,0.0001875,6
282,0.00015015517449986268,0.00023255686460288416,0.0001875,7
283,0.00019428032707461776,0.00019014415966012166,0.0001875,8
284,0.00030124880837926565,0.0001682777154883297,0.0001875,9
285,0.0003147453432272111,0.0003555678126758721,0.0001875,10
286,0.0006853226538320693,0.0004488441988996783,9.375e-05,11
287,0.0003831688009086065,0.0001762088337500245,9.375e-05,12
288,0.0002824507746481686,0.00013053065310941747,9.375e-05,13
289,0.00013108330222166842,0.00011042235615832396,9.375e-05,14
290,0.00010271207641684062,9.569269502662792e-05,9.375e-05,0
291,9.51233553981486e-05,9.721761898617842e-05,9.375e-05,1
292,8.44795960498838e-05,9.134863989856967e-05,9.375e-05,0
293,8.085230471503262e-05,8.942680847212614e-05,9.375e-05,0
294,8.166100254432725e-05,9.459056923333264e-05,9.375e-05,1
295,8.749264149325124e-05,9.029350923128732e-05,9.375e-05,2
296,8.182955070878961e-05,8.709399628514802e-05,9.375e-05,0
297,7.855524563638028e-05,9.181399235558274e-05,9.375e-05,1
298,8.293156876485834e-05,8.759836009630817e-05,9.375e-05,2
299,8.218766803717396e-05,8.815257285732514e-05,9.375e-05,3
300,8.122087880716815e-05,8.971902173016133e-05,9.375e-05,4
301,8.50349695914095e-05,8.902666405674609e-05,9.375e-05,5
302,7.476591342007548e-05,8.947433576622643e-05,9.375e-05,6
303,7.905246002337663e-05,8.821809751680121e-05,9.375e-05,7
304,7.686180742894066e-05,8.721377713527545e-05,9.375e-05,8
305,8.191671016296216e-05,8.714613369420476e-05,9.375e-05,9
306,8.021978010219755e-05,0.00010753428267662457,9.375e-05,10
307,8.55040417870138e-05,9.990477013843702e-05,4.6875e-05,11
308,7.469875890819822e-05,8.647855315757624e-05,4.6875e-05,0
309,7.35362664272543e-05,8.491422312317809e-05,4.6875e-05,0
310,7.506517871055014e-05,8.476379099420228e-05,4.6875e-05,0
311,7.35568090325008e-05,8.451195259340238e-05,4.6875e-05,0
312,7.366701311184443e-05,8.764450569742621e-05,4.6875e-05,1
313,7.882370982770226e-05,8.775356036494486e-05,4.6875e-05,2
314,7.632030913858519e-05,8.827587464566022e-05,4.6875e-05,3
315,7.415632686994893e-05,8.6111756900209e-05,4.6875e-05,4
316,7.451970577676548e-05,8.40596973148422e-05,4.6875e-05,0
317,7.578355052828556e-05,8.52113745963834e-05,4.6875e-05,1
318,7.264980452722132e-05,8.402748568414609e-05,4.6875e-05,0
319,7.407571138173807e-05,8.361042938531682e-05,4.6875e-05,0
320,7.368257274720236e-05,8.400813794651185e-05,4.6875e-05,1
321,7.282513373259765e-05,8.402037741461754e-05,4.6875e-05,2
322,7.499198682126007e-05,8.373383104753884e-05,4.6875e-05,3
323,7.508221051466535e-05,8.516565281979638e-05,4.6875e-05,4
324,7.378485027705513e-05,8.370602233753743e-05,4.6875e-05,5
325,7.312096552899068e-05,8.42401523755143e-05,4.6875e-05,6
326,7.29371132971816e-05,8.380875965485757e-05,4.6875e-05,7
327,7.349593321729724e-05,8.847321595339963e-05,4.6875e-05,8
328,7.53160579733958e-05,8.485222980425533e-05,4.6875e-05,9
329,7.294125710662532e-05,8.298871097167648e-05,4.6875e-05,0
330,7.124906369426753e-05,8.323101843643599e-05,4.6875e-05,1
331,7.387966949560602e-05,9.109718729405358e-05,4.6875e-05,2
332,7.658690841102118e-05,8.498069860252144e-05,4.6875e-05,3
333,7.15974210834247e-05,8.243026837817524e-05,4.6875e-05,0
334,7.399409438827813e-05,8.789094039229894e-05,4.6875e-05,1
335,7.263184155211395e-05,8.255960568703813e-05,4.6875e-05,2
336,7.298625284117104e-05,8.268444855730195e-05,4.6875e-05,3
337,7.277069607880549e-05,8.298499034253837e-05,4.6875e-05,4
338,7.056921837526413e-05,8.271757002376035e-05,4.6875e-05,5
339,7.225231775009888e-05,8.247196967658965e-05,4.6875e-05,6
340,7.189731771480486e-05,8.214568009634604e-05,4.6875e-05,0
341,7.159090121907259e-05,8.203900176795287e-05,4.6875e-05,0
342,7.094605462043546e-05,8.222444290595377e-05,4.6875e-05,1
343,7.12869050403242e-05,8.259708050672998e-05,4.6875e-05,2
344,7.246290579132619e-05,8.161969191178287e-05,4.6875e-05,0
345,7.12448387882129e-05,8.71367538479717e-05,4.6875e-05,1
346,7.109735922009956e-05,8.279992840698469e-05,4.6875e-05,2
347,7.052555580836876e-05,8.137767633797921e-05,4.6875e-05,0
348,7.162873862398556e-05,8.732654356435887e-05,4.6875e-05,1
349,7.382269541267306e-05,8.242514547873725e-05,4.6875e-05,2
350,7.275960782256637e-05,8.093470324865848e-05,4.6875e-05,0
351,7.009777315640046e-05,8.327203812541484e-05,4.6875e-05,1
352,7.197484834856975e-05,8.135356250704717e-05,4.6875e-05,2
353,7.384082118733204e-05,8.286328795747977e-05,4.6875e-05,3
354,6.943461145662393e-05,8.486142741048752e-05,4.6875e-05,4
355,7.557189064755221e-05,8.57729366998683e-05,4.6875e-05,5
356,7.353479228792519e-05,8.062973347477964e-05,4.6875e-05,0
357,7.701250994311219e-05,0.0001098244870831877,4.6875e-05,1
358,7.866433649420894e-05,8.591842095029278e-05,4.6875e-05,2
359,7.729662532559207e-05,8.19471331396926e-05,4.6875e-05,3
360,7.287470558973534e-05,8.135683663113014e-05,4.6875e-05,4
361,7.129801724659046e-05,8.25360470457781e-05,4.6875e-05,5
362,7.472559703577038e-05,8.954614241929448e-05,4.6875e-05,6
363,7.499758188108292e-05,8.230778274764816e-05,4.6875e-05,7
364,7.581405255526381e-05,8.74321864898775e-05,4.6875e-05,8
365,7.27762162568979e-05,8.909534881240688e-05,4.6875e-05,9
366,7.949345202481102e-05,8.221343870218334e-05,4.6875e-05,10
367,7.823392631204722e-05,8.639174558311424e-05,2.34375e-05,11
368,7.138964156183647e-05,7.978453146506581e-05,2.34375e-05,0
369,7.282269931844591e-05,8.258430381147264e-05,2.34375e-05,1
370,6.957590479335825e-05,8.028140132410044e-05,2.34375e-05,2
371,6.950232515616032e-05,7.966344600163211e-05,2.34375e-05,0
372,6.964278600207763e-05,8.108113951266205e-05,2.34375e-05,1
373,6.979738782320055e-05,7.982889701452223e-05,2.34375e-05,2
374,6.823214926043875e-05,7.942783543057885e-05,2.34375e-05,0
375,6.875065719214035e-05,7.917251627986843e-05,2.34375e-05,0
376,6.764459021724178e-05,7.844570012593977e-05,2.34375e-05,0
377,6.782164276349552e-05,7.889233438618248e-05,2.34375e-05,1
378,6.776188032138937e-05,7.847005491612435e-05,2.34375e-05,2
379,6.811502680648118e-05,7.838046946062605e-05,2.34375e-05,0
380,6.7696568142613e-05,7.862575330364052e-05,2.34375e-05,1
381,6.735908876483639e-05,8.128711414201462e-05,2.34375e-05,2
382,7.201797598099802e-05,8.401257764489856e-05,2.34375e-05,3
383,6.820200072373457e-05,8.016503431917954e-05,2.34375e-05,4
384,6.950407593346124e-05,7.810983123590631e-05,2.34375e-05,0
385,6.820272089195593e-05,7.894390836327148e-05,2.34375e-05,1
386,6.918286696115199e-05,7.927066104684855e-05,2.34375e-05,2
387,7.224400102738097e-05,7.903401058229065e-05,2.34375e-05,3
388,6.862308661463128e-05,7.942066827126837e-05,2.34375e-05,4
389,6.905608127757053e-05,8.09394055067969e-05,2.34375e-05,5
390,7.042099681105658e-05,7.780192049722245e-05,2.34375e-05,0
391,6.728783455400844e-05,7.776756268640383e-05,2.34375e-05,0
392,6.819548464894372e-05,7.843775841820388e-05,2.34375e-05,1
393,6.795308930425865e-05,7.7428579345451e-05,2.34375e-05,0
394,6.759194593541906e-05,7.7727432710617e-05,2.34375e-05,1
395,6.71515100899948e-05,7.976311638913103e-05,2.34375e-05,2
396,6.762776471684144e-05,7.885257133466439e-05,2.34375e-05,3
397,6.799202143762766e-05,7.786234363038602e-05,2.34375e-05,4
398,6.857443683353874e-05,7.750749028900827e-05,2.34375e-05,5
399,6.71953744131315e-05,7.917150287539698e-05,2.34375e-05,6
400,6.841024742243462e-05,7.834844575427269e-05,2.34375e-05,7
401,6.694503796704036e-05,7.776150494009926e-05,2.34375e-05,8
402,6.823484333532785e-05,7.697695559727435e-05,2.34375e-05,0
403,6.73700754608338e-05,7.804255085375189e-05,2.34375e-05,1
404,6.719205127107368e-05,7.688563084684574e-05,2.34375e-05,0
405,6.696482538851949e-05,7.843102923743572e-05,2.34375e-05,1
406,7.011505931586726e-05,8.386180559227796e-05,2.34375e-05,2
407,7.084926558794298e-05,7.883848655865222e-05,2.34375e-05,3
408,6.74380197172771e-05,7.69133230846819e-05,2.34375e-05,4
409,6.80906190003346e-05,7.65980008736733e-05,2.34375e-05,0
410,6.648260856915537e-05,7.700467961058166e-05,2.34375e-05,1
411,6.715772572836916e-05,7.771896360964092e-05,2.34375e-05,2
412,6.786334931045228e-05,7.716557360026854e-05,2.34375e-05,3
413,6.635059222996158e-05,7.656186204485493e-05,2.34375e-05,0
414,6.678866733030493e-05,7.65963625326549e-05,2.34375e-05,1
415,6.727349227730883e-05,7.819991503765777e-05,2.34375e-05,2
416,6.904873665310636e-05,8.383879156781404e-05,2.34375e-05,3
417,6.835100157331908e-05,7.658825376211098e-05,2.34375e-05,4
418,6.718506059163094e-05,7.903324728886219e-05,2.34375e-05,5
419,6.63083596919023e-05,7.630257408663965e-05,2.34375e-05,0
420,6.640722434288666e-05,7.769436092530668e-05,2.34375e-05,1
421,6.665746226038512e-05,7.593637269565079e-05,2.34375e-05,0
422,6.788575349977084e-05,7.571938550654522e-05,2.34375e-05,0
423,6.640711520352245e-05,7.746531724706074e-05,2.34375e-05,1
424,6.745161014502325e-05,7.713227853400895e-05,2.34375e-05,2
425,6.915915446370491e-05,8.151504533771003e-05,2.34375e-05,3
426,7.261426117111114e-05,8.782232413295787e-05,2.34375e-05,4
427,7.52333905135553e-05,8.80265503155897e-05,2.34375e-05,5
428,7.263833716327402e-05,7.690518310710104e-05,2.34375e-05,6
429,6.825029019334276e-05,8.149395068812737e-05,2.34375e-05,7
430,6.723544644652672e-05,7.684427879439681e-05,2.34375e-05,8
431,6.829820661854076e-05,7.738452234207216e-05,2.34375e-05,9
432,6.578359580089455e-05,7.576355966421033e-05,2.34375e-05,10
433,6.614588407198123e-05,7.714395212587988e-05,1.171875e-05,11
434,6.613872907716238e-05,7.524679801917955e-05,1.171875e-05,0
435,6.487795781140449e-05,7.525197054292221e-05,1.171875e-05,1
436,6.559659899115407e-05,7.497013586998946e-05,1.171875e-05,0
437,6.470156889311814e-05,7.539687140933893e-05,1.171875e-05,1
438,6.456343726313207e-05,7.47835586025758e-05,1.171875e-05,0
439,6.534400972668664e-05,7.578052907319943e-05,1.171875e-05,1
440,6.418487919290783e-05,7.551962926299893e-05,1.171875e-05,2
441,6.697900244034827e-05,7.65456529165931e-05,1.171875e-05,3
442,6.58173277467237e-05,7.486688161861821e-05,1.171875e-05,4
443,6.642991653886081e-05,7.509625271495679e-05,1.171875e-05,5
444,6.413094843082945e-05,7.490515457675428e-05,1.171875e-05,6
445,6.455905531765893e-05,7.487767373959286e-05,1.171875e-05,7
446,6.634712114343226e-05,7.514634853578173e-05,1.171875e-05,8
447,6.562904733679413e-05,7.509946232175935e-05,1.171875e-05,9
448,6.41706806163711e-05,7.485747278224153e-05,1.171875e-05,10
449,6.417482457739727e-05,7.452184939893414e-05,1.171875e-05,0
450,6.443031058248987e-05,7.45013542768902e-05,1.171875e-05,0
451,6.371930279177225e-05,7.483900986926528e-05,1.171875e-05,1
452,6.410444742262673e-05,7.4896317130424e-05,1.171875e-05,2
453,6.417987757837788e-05,7.46818889183487e-05,1.171875e-05,3
